timestamp,source,type,title/text,sentiment,unemployment_rate,cpi,sp500,url,publishedAt
2024-01-08 02:00:00,CNBC,news,Unemployment rate drops to lowest level in a decade,-0.172,5.19,265.49,3689.7,https://example.com/article/340,2024-01-08T02:00:00Z
2024-01-08 02:30:00,Twitter,twitter,Gold going up means fear is back.,0.87,5.24,279.23,3698.13,https://example.com/article/341,2024-01-08T02:30:00Z
2024-01-08 03:00:00,Twitter,twitter,Feeling nervous about this volatility in crypto 😬,-0.24,6.0,284.95,4350.99,https://example.com/article/342,2024-01-08T03:00:00Z
2024-01-08 03:30:00,Twitter,twitter,SP500 breakout incoming 🔥,0.527,4.97,300.65,4461.47,https://example.com/article/343,2024-01-08T03:30:00Z
2024-01-08 04:00:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,0.466,4.56,259.8,4210.51,https://example.com/article/344,2024-01-08T04:00:00Z
2024-01-08 04:30:00,Bloomberg,news,Central bank warns of inflation risks,0.048,6.02,255.2,4563.39,https://example.com/article/345,2024-01-08T04:30:00Z
2024-01-08 05:00:00,Financial Times,news,Federal Reserve signals possible interest rate cut next quarter,-0.725,5.39,254.76,3696.34,https://example.com/article/346,2024-01-08T05:00:00Z
2024-01-08 05:30:00,Financial Times,news,Central bank warns of inflation risks,-0.254,5.35,296.67,4301.48,https://example.com/article/347,2024-01-08T05:30:00Z
2024-01-08 06:00:00,Twitter,twitter,Tech earnings smashing expectations!,-0.969,5.1,278.79,3521.74,https://example.com/article/348,2024-01-08T06:00:00Z
2024-01-08 06:30:00,Twitter,twitter,Gold going up means fear is back.,0.955,3.55,306.92,4376.24,https://example.com/article/349,2024-01-08T06:30:00Z
2024-01-08 07:00:00,Bloomberg,news,Stock markets rally as tech giants post strong earnings,0.049,4.22,293.38,3828.14,https://example.com/article/350,2024-01-08T07:00:00Z
2024-01-08 07:30:00,Twitter,twitter,SP500 breakout incoming 🔥,0.59,3.74,317.15,4096.7,https://example.com/article/351,2024-01-08T07:30:00Z
2024-01-08 08:00:00,CNBC,news,Gold surges as investors seek safe haven assets,0.368,6.04,295.76,4615.68,https://example.com/article/352,2024-01-08T08:00:00Z
2024-01-08 08:30:00,Financial Times,news,Stock markets rally as tech giants post strong earnings,-0.241,5.16,253.93,3512.29,https://example.com/article/353,2024-01-08T08:30:00Z
2024-01-08 09:00:00,Financial Times,news,Stock markets rally as tech giants post strong earnings,0.691,5.43,273.19,4770.53,https://example.com/article/354,2024-01-08T09:00:00Z
2024-01-08 09:30:00,Bloomberg,news,Central bank warns of inflation risks,-0.54,6.2,298.46,4236.82,https://example.com/article/355,2024-01-08T09:30:00Z
2024-01-08 10:00:00,Twitter,twitter,Markets looking bullish today 🚀 #stocks,0.848,5.55,269.63,4205.94,https://example.com/article/356,2024-01-08T10:00:00Z
2024-01-08 10:30:00,CNBC,news,Oil prices rise amid geopolitical tensions in the Middle East,-0.969,4.12,260.09,4566.9,https://example.com/article/357,2024-01-08T10:30:00Z
2024-01-08 11:00:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,-0.401,5.19,289.67,4604.28,https://example.com/article/358,2024-01-08T11:00:00Z
2024-01-08 11:30:00,Twitter,twitter,Housing market finally cooling. Buyers getting relief?,0.511,3.92,319.19,4441.41,https://example.com/article/359,2024-01-08T11:30:00Z
2024-01-08 12:00:00,Twitter,twitter,Markets looking bullish today 🚀 #stocks,-0.805,4.2,255.32,4286.72,https://example.com/article/360,2024-01-08T12:00:00Z
2024-01-08 12:30:00,Twitter,twitter,"Unemployment down, but inflation is still high...",-0.941,4.32,319.48,4137.78,https://example.com/article/361,2024-01-08T12:30:00Z
2024-01-08 13:00:00,Twitter,twitter,Gold going up means fear is back.,0.882,4.8,297.58,4358.87,https://example.com/article/362,2024-01-08T13:00:00Z
2024-01-08 13:30:00,CNBC,news,Crypto market sees renewed volatility,0.596,5.64,255.74,3700.49,https://example.com/article/363,2024-01-08T13:30:00Z
2024-01-08 14:00:00,CNBC,news,Consumer confidence hits record high,-0.279,3.77,316.01,4078.16,https://example.com/article/364,2024-01-08T14:00:00Z
2024-01-08 14:30:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,-0.735,4.06,281.42,4221.16,https://example.com/article/365,2024-01-08T14:30:00Z
2024-01-08 15:00:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,-0.947,4.56,256.51,4277.46,https://example.com/article/366,2024-01-08T15:00:00Z
2024-01-08 15:30:00,Twitter,twitter,Housing market finally cooling. Buyers getting relief?,-0.975,4.74,304.54,4442.3,https://example.com/article/367,2024-01-08T15:30:00Z
2024-01-08 16:00:00,MarketWatch,news,Crypto market sees renewed volatility,-0.661,4.64,259.72,3891.47,https://example.com/article/368,2024-01-08T16:00:00Z
2024-01-08 16:30:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,-0.873,4.8,279.48,4129.5,https://example.com/article/369,2024-01-08T16:30:00Z
2024-01-08 17:00:00,CNBC,news,Unemployment rate drops to lowest level in a decade,0.888,5.66,284.71,4301.67,https://example.com/article/370,2024-01-08T17:00:00Z
2024-01-08 17:30:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,-0.729,3.52,277.7,4594.1,https://example.com/article/371,2024-01-08T17:30:00Z
2024-01-08 18:00:00,Twitter,twitter,"Unemployment down, but inflation is still high...",-0.12,4.79,307.65,4346.35,https://example.com/article/372,2024-01-08T18:00:00Z
2024-01-08 18:30:00,CNBC,news,US housing market shows signs of cooling down,0.206,5.59,283.53,3730.93,https://example.com/article/373,2024-01-08T18:30:00Z
2024-01-08 19:00:00,Twitter,twitter,"Unemployment down, but inflation is still high...",-0.417,5.58,284.37,4248.64,https://example.com/article/374,2024-01-08T19:00:00Z
2024-01-08 19:30:00,Financial Times,news,Unemployment rate drops to lowest level in a decade,-0.439,5.86,275.55,4711.69,https://example.com/article/375,2024-01-08T19:30:00Z
2024-01-08 20:00:00,MarketWatch,news,Crypto market sees renewed volatility,-0.64,5.8,251.88,4445.38,https://example.com/article/376,2024-01-08T20:00:00Z
2024-01-08 20:30:00,CNBC,news,Global supply chain disruptions continue to weigh on markets,0.663,3.71,309.35,4533.56,https://example.com/article/377,2024-01-08T20:30:00Z
2024-01-08 21:00:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,0.267,4.23,296.11,4429.81,https://example.com/article/378,2024-01-08T21:00:00Z
2024-01-08 21:30:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,-0.102,5.29,290.76,4194.68,https://example.com/article/379,2024-01-08T21:30:00Z
2024-01-08 22:00:00,Twitter,twitter,Gold going up means fear is back.,-0.926,6.41,299.11,4555.99,https://example.com/article/380,2024-01-08T22:00:00Z
2024-01-08 22:30:00,Reuters,news,Stock markets rally as tech giants post strong earnings,0.315,4.57,295.29,3557.59,https://example.com/article/381,2024-01-08T22:30:00Z
2024-01-08 23:00:00,Twitter,twitter,"Unemployment down, but inflation is still high...",0.931,4.79,250.74,3836.36,https://example.com/article/382,2024-01-08T23:00:00Z
2024-01-08 23:30:00,CNBC,news,Global supply chain disruptions continue to weigh on markets,-0.218,5.82,291.2,4150.61,https://example.com/article/383,2024-01-08T23:30:00Z
2024-01-09 00:00:00,Twitter,twitter,Markets looking bullish today 🚀 #stocks,-0.034,4.39,314.44,3611.61,https://example.com/article/384,2024-01-09T00:00:00Z
2024-01-09 00:30:00,CNBC,news,Unemployment rate drops to lowest level in a decade,-0.314,5.85,286.48,3952.79,https://example.com/article/385,2024-01-09T00:30:00Z
2024-01-09 01:00:00,Financial Times,news,Global supply chain disruptions continue to weigh on markets,-0.362,4.4,306.71,3649.61,https://example.com/article/386,2024-01-09T01:00:00Z
2024-01-09 01:30:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,0.354,3.99,318.87,3817.09,https://example.com/article/387,2024-01-09T01:30:00Z
2024-01-09 02:00:00,Reuters,news,Central bank warns of inflation risks,-0.338,4.78,282.34,4537.08,https://example.com/article/388,2024-01-09T02:00:00Z
2024-01-09 02:30:00,Financial Times,news,Oil prices rise amid geopolitical tensions in the Middle East,-0.209,5.71,311.82,4084.45,https://example.com/article/389,2024-01-09T02:30:00Z
2024-01-09 03:00:00,Twitter,twitter,Housing market finally cooling. Buyers getting relief?,-0.991,4.14,269.48,4414.89,https://example.com/article/390,2024-01-09T03:00:00Z
2024-01-09 03:30:00,Bloomberg,news,Crypto market sees renewed volatility,0.599,5.11,275.61,3756.2,https://example.com/article/391,2024-01-09T03:30:00Z
2024-01-09 04:00:00,Financial Times,news,US housing market shows signs of cooling down,0.055,5.42,291.79,4294.7,https://example.com/article/392,2024-01-09T04:00:00Z
2024-01-09 04:30:00,CNBC,news,Unemployment rate drops to lowest level in a decade,0.691,5.35,306.96,4417.78,https://example.com/article/393,2024-01-09T04:30:00Z
2024-01-09 05:00:00,Twitter,twitter,CPI numbers tomorrow. Brace yourselves.,0.18,5.52,271.92,3810.14,https://example.com/article/394,2024-01-09T05:00:00Z
2024-01-09 05:30:00,CNBC,news,Oil prices rise amid geopolitical tensions in the Middle East,0.387,5.03,279.28,3679.23,https://example.com/article/395,2024-01-09T05:30:00Z
2024-01-09 06:00:00,Twitter,twitter,Housing market finally cooling. Buyers getting relief?,-0.628,5.41,298.54,4338.84,https://example.com/article/396,2024-01-09T06:00:00Z
2024-01-09 06:30:00,Reuters,news,Central bank warns of inflation risks,-0.021,3.92,272.02,4086.3,https://example.com/article/397,2024-01-09T06:30:00Z
2024-01-09 07:00:00,Bloomberg,news,Unemployment rate drops to lowest level in a decade,-0.031,4.09,276.88,4230.06,https://example.com/article/398,2024-01-09T07:00:00Z
2024-01-09 07:30:00,Twitter,twitter,Housing market finally cooling. Buyers getting relief?,0.369,4.75,308.79,4135.31,https://example.com/article/399,2024-01-09T07:30:00Z
2024-01-09 08:00:00,Bloomberg,news,Crypto market sees renewed volatility,0.592,4.16,252.29,3792.3,https://example.com/article/400,2024-01-09T08:00:00Z
2024-01-09 08:30:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,0.561,5.2,304.08,4143.91,https://example.com/article/401,2024-01-09T08:30:00Z
2024-01-09 09:00:00,Bloomberg,news,Crypto market sees renewed volatility,-0.464,5.13,319.36,4204.66,https://example.com/article/402,2024-01-09T09:00:00Z
2024-01-09 09:30:00,MarketWatch,news,Global supply chain disruptions continue to weigh on markets,-0.563,4.78,301.52,4349.77,https://example.com/article/403,2024-01-09T09:30:00Z
2024-01-09 10:00:00,Bloomberg,news,US housing market shows signs of cooling down,-0.101,4.55,307.17,4070.79,https://example.com/article/404,2024-01-09T10:00:00Z
2024-01-09 10:30:00,Reuters,news,Gold surges as investors seek safe haven assets,0.621,5.26,274.54,4423.98,https://example.com/article/405,2024-01-09T10:30:00Z
2024-01-09 11:00:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,0.232,5.85,306.95,4547.07,https://example.com/article/406,2024-01-09T11:00:00Z
2024-01-09 11:30:00,Twitter,twitter,Gold going up means fear is back.,-0.438,5.12,272.66,4415.27,https://example.com/article/407,2024-01-09T11:30:00Z
2024-01-09 12:00:00,Twitter,twitter,CPI numbers tomorrow. Brace yourselves.,-0.465,6.07,318.98,4383.09,https://example.com/article/408,2024-01-09T12:00:00Z
2024-01-09 12:30:00,Financial Times,news,Oil prices rise amid geopolitical tensions in the Middle East,0.838,6.48,310.69,3664.95,https://example.com/article/409,2024-01-09T12:30:00Z
2024-01-09 13:00:00,Reuters,news,Gold surges as investors seek safe haven assets,0.423,5.99,303.3,4379.1,https://example.com/article/410,2024-01-09T13:00:00Z
2024-01-09 13:30:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,0.155,4.31,279.0,4087.59,https://example.com/article/411,2024-01-09T13:30:00Z
2024-01-09 14:00:00,MarketWatch,news,Consumer confidence hits record high,0.5,5.58,311.41,4091.1,https://example.com/article/412,2024-01-09T14:00:00Z
2024-01-09 14:30:00,Twitter,twitter,"Unemployment down, but inflation is still high...",0.164,6.11,309.3,3621.08,https://example.com/article/413,2024-01-09T14:30:00Z
2024-01-09 15:00:00,Twitter,twitter,"Unemployment down, but inflation is still high...",0.7,5.89,277.84,4758.57,https://example.com/article/414,2024-01-09T15:00:00Z
2024-01-09 15:30:00,CNBC,news,Global supply chain disruptions continue to weigh on markets,-0.354,4.35,288.31,3669.77,https://example.com/article/415,2024-01-09T15:30:00Z
2024-01-09 16:00:00,Twitter,twitter,"Unemployment down, but inflation is still high...",0.788,5.79,253.22,4314.03,https://example.com/article/416,2024-01-09T16:00:00Z
2024-01-09 16:30:00,Twitter,twitter,Markets looking bullish today 🚀 #stocks,-0.752,6.07,280.89,3500.88,https://example.com/article/417,2024-01-09T16:30:00Z
2024-01-09 17:00:00,Twitter,twitter,Feeling nervous about this volatility in crypto 😬,0.991,6.23,311.75,3892.43,https://example.com/article/418,2024-01-09T17:00:00Z
2024-01-09 17:30:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,0.309,4.25,276.03,4674.94,https://example.com/article/419,2024-01-09T17:30:00Z
2024-01-09 18:00:00,Financial Times,news,Federal Reserve signals possible interest rate cut next quarter,0.251,5.68,302.87,4058.0,https://example.com/article/420,2024-01-09T18:00:00Z
2024-01-09 18:30:00,Bloomberg,news,Stock markets rally as tech giants post strong earnings,-0.573,3.73,291.56,4175.28,https://example.com/article/421,2024-01-09T18:30:00Z
2024-01-09 19:00:00,Twitter,twitter,Markets looking bullish today 🚀 #stocks,-0.984,4.53,258.44,4618.44,https://example.com/article/422,2024-01-09T19:00:00Z
2024-01-09 19:30:00,Bloomberg,news,Global supply chain disruptions continue to weigh on markets,-0.542,3.77,306.42,3634.16,https://example.com/article/423,2024-01-09T19:30:00Z
2024-01-09 20:00:00,Twitter,twitter,SP500 breakout incoming 🔥,-0.726,5.82,302.72,3673.09,https://example.com/article/424,2024-01-09T20:00:00Z
2024-01-09 20:30:00,MarketWatch,news,Stock markets rally as tech giants post strong earnings,0.127,5.33,261.49,3956.54,https://example.com/article/425,2024-01-09T20:30:00Z
2024-01-09 21:00:00,Financial Times,news,Oil prices rise amid geopolitical tensions in the Middle East,0.232,4.83,265.21,4665.57,https://example.com/article/426,2024-01-09T21:00:00Z
2024-01-09 21:30:00,MarketWatch,news,Stock markets rally as tech giants post strong earnings,0.46,4.55,280.06,4528.4,https://example.com/article/427,2024-01-09T21:30:00Z
2024-01-09 22:00:00,Bloomberg,news,US housing market shows signs of cooling down,-0.504,5.3,300.48,3870.4,https://example.com/article/428,2024-01-09T22:00:00Z
2024-01-09 22:30:00,Reuters,news,US housing market shows signs of cooling down,0.035,5.03,302.35,3884.2,https://example.com/article/429,2024-01-09T22:30:00Z
2024-01-09 23:00:00,Financial Times,news,Gold surges as investors seek safe haven assets,-0.228,4.22,294.67,3592.32,https://example.com/article/430,2024-01-09T23:00:00Z
2024-01-09 23:30:00,CNBC,news,Unemployment rate drops to lowest level in a decade,-0.736,6.08,289.79,3975.04,https://example.com/article/431,2024-01-09T23:30:00Z
2024-01-10 00:00:00,Bloomberg,news,Global supply chain disruptions continue to weigh on markets,-0.967,3.7,268.35,3551.77,https://example.com/article/432,2024-01-10T00:00:00Z
2024-01-10 00:30:00,MarketWatch,news,Consumer confidence hits record high,-0.427,5.64,303.7,4050.65,https://example.com/article/433,2024-01-10T00:30:00Z
2024-01-10 01:00:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,0.281,5.11,260.69,3608.68,https://example.com/article/434,2024-01-10T01:00:00Z
2024-01-10 01:30:00,Reuters,news,Central bank warns of inflation risks,0.949,3.97,272.87,4262.37,https://example.com/article/435,2024-01-10T01:30:00Z
2024-01-10 02:00:00,Financial Times,news,US housing market shows signs of cooling down,0.46,6.04,254.05,3612.08,https://example.com/article/436,2024-01-10T02:00:00Z
2024-01-10 02:30:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,-0.093,5.33,271.65,4464.2,https://example.com/article/437,2024-01-10T02:30:00Z
2024-01-10 03:00:00,Bloomberg,news,Stock markets rally as tech giants post strong earnings,0.416,5.6,261.47,4738.92,https://example.com/article/438,2024-01-10T03:00:00Z
2024-01-10 03:30:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,-0.256,5.75,311.14,4452.82,https://example.com/article/439,2024-01-10T03:30:00Z
2024-01-10 04:00:00,CNBC,news,Federal Reserve signals possible interest rate cut next quarter,0.614,4.32,254.47,4426.02,https://example.com/article/440,2024-01-10T04:00:00Z
2024-01-10 04:30:00,Financial Times,news,Global supply chain disruptions continue to weigh on markets,0.022,3.67,310.16,3716.95,https://example.com/article/441,2024-01-10T04:30:00Z
2024-01-10 05:00:00,Bloomberg,news,US housing market shows signs of cooling down,0.789,5.52,258.07,4463.01,https://example.com/article/442,2024-01-10T05:00:00Z
2024-01-10 05:30:00,Bloomberg,news,Federal Reserve signals possible interest rate cut next quarter,-0.511,4.92,276.81,3695.11,https://example.com/article/443,2024-01-10T05:30:00Z
2024-01-10 06:00:00,Financial Times,news,Central bank warns of inflation risks,-0.551,4.24,314.11,3915.92,https://example.com/article/444,2024-01-10T06:00:00Z
2024-01-10 06:30:00,CNBC,news,Crypto market sees renewed volatility,-0.761,5.52,253.69,3790.14,https://example.com/article/445,2024-01-10T06:30:00Z
2024-01-10 07:00:00,Bloomberg,news,Consumer confidence hits record high,0.754,6.1,304.15,3903.91,https://example.com/article/446,2024-01-10T07:00:00Z
2024-01-10 07:30:00,Financial Times,news,Central bank warns of inflation risks,-0.984,4.1,289.47,3895.08,https://example.com/article/447,2024-01-10T07:30:00Z
2024-01-10 08:00:00,CNBC,news,Global supply chain disruptions continue to weigh on markets,0.183,4.98,304.08,3754.05,https://example.com/article/448,2024-01-10T08:00:00Z
2024-01-10 08:30:00,Bloomberg,news,Oil prices rise amid geopolitical tensions in the Middle East,0.865,3.57,287.91,4326.72,https://example.com/article/449,2024-01-10T08:30:00Z
2024-01-10 09:00:00,Bloomberg,news,Unemployment rate drops to lowest level in a decade,0.518,4.63,301.67,3899.76,https://example.com/article/450,2024-01-10T09:00:00Z
2024-01-10 09:30:00,Reuters,news,Central bank warns of inflation risks,-0.16,6.38,318.08,3685.09,https://example.com/article/451,2024-01-10T09:30:00Z
2024-01-10 10:00:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,-0.912,4.19,309.19,4036.97,https://example.com/article/452,2024-01-10T10:00:00Z
2024-01-10 10:30:00,Twitter,twitter,Tech earnings smashing expectations!,0.949,3.75,256.69,3673.57,https://example.com/article/453,2024-01-10T10:30:00Z
2024-01-10 11:00:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,0.184,3.69,296.37,3669.92,https://example.com/article/454,2024-01-10T11:00:00Z
2024-01-10 11:30:00,Twitter,twitter,SP500 breakout incoming 🔥,0.702,6.28,277.51,4581.47,https://example.com/article/455,2024-01-10T11:30:00Z
2024-01-10 12:00:00,Twitter,twitter,"Unemployment down, but inflation is still high...",-0.094,4.2,316.05,3676.95,https://example.com/article/456,2024-01-10T12:00:00Z
2024-01-10 12:30:00,Bloomberg,news,Oil prices rise amid geopolitical tensions in the Middle East,-0.671,4.9,278.46,4196.7,https://example.com/article/457,2024-01-10T12:30:00Z
2024-01-10 13:00:00,CNBC,news,Global supply chain disruptions continue to weigh on markets,-0.073,6.06,256.33,4549.88,https://example.com/article/458,2024-01-10T13:00:00Z
2024-01-10 13:30:00,Twitter,twitter,CPI numbers tomorrow. Brace yourselves.,-0.919,6.01,272.95,3618.58,https://example.com/article/459,2024-01-10T13:30:00Z
2024-01-10 14:00:00,Financial Times,news,Unemployment rate drops to lowest level in a decade,0.027,5.53,268.21,4787.88,https://example.com/article/460,2024-01-10T14:00:00Z
2024-01-10 14:30:00,Financial Times,news,Consumer confidence hits record high,0.112,5.15,256.63,3632.48,https://example.com/article/461,2024-01-10T14:30:00Z
2024-01-10 15:00:00,Bloomberg,news,Stock markets rally as tech giants post strong earnings,-0.877,5.84,265.56,3757.57,https://example.com/article/462,2024-01-10T15:00:00Z
2024-01-10 15:30:00,Twitter,twitter,"Unemployment down, but inflation is still high...",0.373,6.31,255.88,4261.95,https://example.com/article/463,2024-01-10T15:30:00Z
2024-01-10 16:00:00,Bloomberg,news,Federal Reserve signals possible interest rate cut next quarter,-0.604,5.44,306.65,3619.57,https://example.com/article/464,2024-01-10T16:00:00Z
2024-01-10 16:30:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,-0.915,4.88,261.76,4246.05,https://example.com/article/465,2024-01-10T16:30:00Z
2024-01-10 17:00:00,Twitter,twitter,Tech earnings smashing expectations!,-0.941,5.55,262.1,3779.13,https://example.com/article/466,2024-01-10T17:00:00Z
2024-01-10 17:30:00,CNBC,news,US housing market shows signs of cooling down,-0.108,3.95,292.99,4302.07,https://example.com/article/467,2024-01-10T17:30:00Z
2024-01-10 18:00:00,Twitter,twitter,Tech earnings smashing expectations!,-0.176,5.15,254.27,3863.71,https://example.com/article/468,2024-01-10T18:00:00Z
2024-01-10 18:30:00,Reuters,news,Consumer confidence hits record high,0.285,5.89,267.44,4792.31,https://example.com/article/469,2024-01-10T18:30:00Z
2024-01-10 19:00:00,CNBC,news,Consumer confidence hits record high,-0.041,5.84,274.08,4235.35,https://example.com/article/470,2024-01-10T19:00:00Z
2024-01-10 19:30:00,Twitter,twitter,Housing market finally cooling. Buyers getting relief?,-0.459,3.58,291.8,3538.09,https://example.com/article/471,2024-01-10T19:30:00Z
2024-01-10 20:00:00,Twitter,twitter,Markets looking bullish today 🚀 #stocks,0.617,4.92,275.02,4259.19,https://example.com/article/472,2024-01-10T20:00:00Z
2024-01-10 20:30:00,Bloomberg,news,Oil prices rise amid geopolitical tensions in the Middle East,-0.504,4.22,287.36,4528.61,https://example.com/article/473,2024-01-10T20:30:00Z
2024-01-10 21:00:00,MarketWatch,news,Gold surges as investors seek safe haven assets,0.693,5.89,274.84,4590.99,https://example.com/article/474,2024-01-10T21:00:00Z
2024-01-10 21:30:00,Reuters,news,Oil prices rise amid geopolitical tensions in the Middle East,0.185,5.92,298.83,4688.17,https://example.com/article/475,2024-01-10T21:30:00Z
2024-01-10 22:00:00,MarketWatch,news,Unemployment rate drops to lowest level in a decade,0.127,5.19,263.18,4784.41,https://example.com/article/476,2024-01-10T22:00:00Z
2024-01-10 22:30:00,Twitter,twitter,Gold going up means fear is back.,-0.382,4.97,256.32,3802.41,https://example.com/article/477,2024-01-10T22:30:00Z
2024-01-10 23:00:00,MarketWatch,news,Federal Reserve signals possible interest rate cut next quarter,-0.044,4.5,292.99,4548.38,https://example.com/article/478,2024-01-10T23:00:00Z
2024-01-10 23:30:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,0.838,6.03,272.65,3528.49,https://example.com/article/479,2024-01-10T23:30:00Z
2024-01-11 00:00:00,MarketWatch,news,Stock markets rally as tech giants post strong earnings,0.721,6.38,276.15,4724.5,https://example.com/article/480,2024-01-11T00:00:00Z
2024-01-11 00:30:00,Twitter,twitter,CPI numbers tomorrow. Brace yourselves.,-0.798,4.41,259.55,3704.76,https://example.com/article/481,2024-01-11T00:30:00Z
2024-01-11 01:00:00,Twitter,twitter,Tech earnings smashing expectations!,0.298,4.02,317.81,4401.63,https://example.com/article/482,2024-01-11T01:00:00Z
2024-01-11 01:30:00,Twitter,twitter,Feeling nervous about this volatility in crypto 😬,0.331,5.94,276.49,4454.19,https://example.com/article/483,2024-01-11T01:30:00Z
2024-01-11 02:00:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,-0.645,3.51,299.14,4244.69,https://example.com/article/484,2024-01-11T02:00:00Z
2024-01-11 02:30:00,MarketWatch,news,Oil prices rise amid geopolitical tensions in the Middle East,-0.364,5.93,292.8,4331.54,https://example.com/article/485,2024-01-11T02:30:00Z
2024-01-11 03:00:00,Reuters,news,Global supply chain disruptions continue to weigh on markets,-0.338,3.73,274.28,3915.37,https://example.com/article/486,2024-01-11T03:00:00Z
2024-01-11 03:30:00,Financial Times,news,Unemployment rate drops to lowest level in a decade,-0.977,4.13,298.52,3955.63,https://example.com/article/487,2024-01-11T03:30:00Z
2024-01-11 04:00:00,Bloomberg,news,Federal Reserve signals possible interest rate cut next quarter,-0.228,5.7,317.84,4649.92,https://example.com/article/488,2024-01-11T04:00:00Z
2024-01-11 04:30:00,Twitter,twitter,Housing market finally cooling. Buyers getting relief?,-0.298,4.63,308.02,4525.35,https://example.com/article/489,2024-01-11T04:30:00Z
2024-01-11 05:00:00,Financial Times,news,Oil prices rise amid geopolitical tensions in the Middle East,-0.853,6.04,270.64,3914.33,https://example.com/article/490,2024-01-11T05:00:00Z
2024-01-11 05:30:00,CNBC,news,Stock markets rally as tech giants post strong earnings,-0.66,4.63,301.24,4211.16,https://example.com/article/491,2024-01-11T05:30:00Z
2024-01-11 06:00:00,MarketWatch,news,Unemployment rate drops to lowest level in a decade,0.971,6.18,299.32,4060.72,https://example.com/article/492,2024-01-11T06:00:00Z
2024-01-11 06:30:00,Financial Times,news,Crypto market sees renewed volatility,-0.686,3.8,264.39,3746.98,https://example.com/article/493,2024-01-11T06:30:00Z
2024-01-11 07:00:00,Twitter,twitter,SP500 breakout incoming 🔥,-0.405,3.79,277.5,4214.56,https://example.com/article/494,2024-01-11T07:00:00Z
2024-01-11 07:30:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,-0.891,3.51,256.13,4571.07,https://example.com/article/495,2024-01-11T07:30:00Z
2024-01-11 08:00:00,Twitter,twitter,Feeling nervous about this volatility in crypto 😬,-0.806,4.12,294.67,4770.18,https://example.com/article/496,2024-01-11T08:00:00Z
2024-01-11 08:30:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,-0.383,4.69,284.24,4359.35,https://example.com/article/497,2024-01-11T08:30:00Z
2024-01-11 09:00:00,Financial Times,news,Central bank warns of inflation risks,-0.63,6.16,275.86,4079.51,https://example.com/article/498,2024-01-11T09:00:00Z
2024-01-11 09:30:00,Twitter,twitter,Tech earnings smashing expectations!,-0.07,4.18,268.8,3580.13,https://example.com/article/499,2024-01-11T09:30:00Z
